attraction_name,district,category,review_text,sentiment
ถนนคนเดินทวารวดี,เมืองนครปฐม,นันทนาการและพักผ่อน,เปิดเฉพาะวันหยุดสุดสัปดาห์ เดินเพลิน อาหารอร่อย ราคาไม่แพง,positive
ถนนคนเดินทวารวดี,เมืองนครปฐม,นันทนาการและพักผ่อน,หาที่จอดรถค่อนข้างยากเนื่องจากจัดบนถนน ต้องจอดไกลแล้วเดินมา,neutral
พิพิธภัณฑ์สถานแห่งชาติพระปฐม,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,จัดแสดงโบราณวัตถุสมัยทวารวดีที่สมบูรณ์ที่สุด พระพุทธรูปศิลาขาวงดงามมาก,positive
พิพิธภัณฑ์สถานแห่งชาติพระปฐม,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,เนื้อหานิทรรศการแน่น ป้ายคำบรรยาย 2 ภาษา ชัดเจน แอร์เย็นสบาย,positive
พิพิธภัณฑ์สถานแห่งชาติพระปฐม,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,มีค่าเข้าชมเล็กน้อย คุ้มค่ามากสำหรับคนที่ชอบประวัติศาสตร์และโบราณคดี,positive
พิพิธภัณฑ์สถานแห่งชาติพระปฐม,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,ปิดวันจันทร์และอังคาร ต้องวางแผนวันเดินทางให้ถูกต้อง,neutral
วู้ดแลนด์ เมืองไม้,นครชัยศรี,ศิลปะและวิทยาการ,งานแกะสลักไม้ฝีมือประณีตระดับโลก อลังการมาก มีเรื่องราวเล่าผ่านงานไม้ทุกชิ้น,positive
วู้ดแลนด์ เมืองไม้,นครชัยศรี,ศิลปะและวิทยาการ,คุ้มค่ากับการมาชม ได้เห็นฝีมือช่างไม้ที่หาดูยาก บรรยากาศริมน้ำร่มรื่น,positive
วู้ดแลนด์ เมืองไม้,นครชัยศรี,ศิลปะและวิทยาการ,ค่าเข้าชมสำหรับผู้ใหญ่ค่อนข้างสูงไปนิด แต่ผลงานข้างในสวยงามสมราคา,neutral
พิพิธภัณฑ์ภาพยนตร์ไทย,พุทธมณฑล,ศิลปะและวิทยาการ,อาคารสีแดงสดใสจำลองบรรยากาศโรงหนังโบราณ ถ่ายรูปสวยทุกมุม ได้ความรู้ประวัติศาสตร์ภาพยนตร์,positive
พิพิธภัณฑ์ภาพยนตร์ไทย,พุทธมณฑล,ศิลปะและวิทยาการ,เข้าชมฟรี มีนิทรรศการและกิจกรรมให้ร่วมสนุก เจ้าหน้าที่แนะนำดีมาก,positive
พิพิธภัณฑ์ภาพยนตร์ไทย,พุทธมณฑล,ศิลปะและวิทยาการ,ปิดวันจันทร์ และรอบฉายภาพยนตร์ในโรงมีเป็นรอบๆ ควรเช็คตารางก่อนมา,neutral
ศูนย์การเรียนรู้ภูมิปัญญาไทย ปิยะชนก,เมืองนครปฐม,เกษตรกรรม,ได้เรียนรู้เรื่องสมุนไพรไทยและการแปรรูปผลิตภัณฑ์ธรรมชาติอย่างลึกซึ้ง,positive
ศูนย์การเรียนรู้ภูมิปัญญาไทย ปิยะชนก,เมืองนครปฐม,เกษตรกรรม,วิทยากรบรรยายให้ความรู้ดีมาก ได้ประโยชน์นำไปใช้ในชีวิตประจำวัน,positive
ศูนย์การเรียนรู้ภูมิปัญญาไทย ปิยะชนก,เมืองนครปฐม,เกษตรกรรม,เหมาะสำหรับมาเป็นหมู่คณะหรือศึกษาดูงาน ถ้ามาเดี่ยวอาจจะเงียบๆ หน่อย,neutral
วิสาหกิจชุมชนเกษตรเมืองนครปฐม (ไผ่ตอง),เมืองนครปฐม,เกษตรกรรม,ผลิตภัณฑ์แปรรูปจากกล้วยและไผ่ อร่อย สะอาด คุณภาพดี ส่งเสริมชุมชน,positive
วิสาหกิจชุมชนเกษตรเมืองนครปฐม (ไผ่ตอง),เมืองนครปฐม,เกษตรกรรม,ชาวบ้านอัธยาศัยดี ได้อุดหนุนสินค้าท้องถิ่นราคาเป็นธรรม,positive
เกาะลัดอีแท่น,สามพราน,เกษตรกรรม,ปั่นจักรยานเที่ยวชมสวนผลไม้ ส้มโอ มะพร้าวน้ำหอม บรรยากาศเงียบสงบ วิถีชาวสวนแท้จริง,positive
เกาะลัดอีแท่น,สามพราน,เกษตรกรรม,ข้ามแพขนานยนต์พาจักรยานข้ามฟาก สนุกและได้บรรยากาศย้อนยุค ลมเย็นสบาย,positive
เกาะลัดอีแท่น,สามพราน,เกษตรกรรม,ถนนบนเกาะค่อนข้างแคบ ต้องระวังรถสวน และช่วงบ่ายแดดค่อนข้างร้อน,neutral
สวนพฤกษศาสตร์และสวนแสนปาล์ม,กำแพงแสน,ธรรมชาติ,รวบรวมพันธุ์ปาล์มจากทั่วทุกมุมโลก แปลกตา ร่มรื่น อากาศบริสุทธิ์,positive
สวนพฤกษศาสตร์และสวนแสนปาล์ม,กำแพงแสน,ธรรมชาติ,เหมาะแก่การมาพักผ่อน ถ่ายรูปธรรมชาติ มีพื้นที่กว้างขวาง คนไม่พลุกพล่าน,positive
สวนพฤกษศาสตร์และสวนแสนปาล์ม,กำแพงแสน,ธรรมชาติ,ป้ายชื่อและข้อมูลพันธุ์ไม้บางจุดเริ่มเลือนราง ขาดการบำรุงรักษาไปบ้าง,neutral
อุทยานแมลงเฉลิมพระเกียรติ,กำแพงแสน,ธรรมชาติ,โดมแมลงขนาดใหญ่ ได้เห็นผีเสื้อบินรอบตัว เด็กๆ สนุกสนานและได้ความรู้รอบตัว,positive
อุทยานแมลงเฉลิมพระเกียรติ,กำแพงแสน,ธรรมชาติ,นิทรรศการให้ความรู้ดี เหมาะกับครอบครัวที่มีเด็กเล็ก ราคาเข้าชมถูกมาก,positive
อุทยานแมลงเฉลิมพระเกียรติ,กำแพงแสน,ธรรมชาติ,ภายในโดมค่อนข้างร้อนชื้น และบางช่วงมีผีเสื้อน้อยตามฤดูกาล,neutral
วัดพระประโทณเจดีย์วรวิหาร,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,เจดีย์โบราณทรงขันคว่ำสมัยทวารวดี มีประวัติศาสตร์ผูกพันกับตำนานพญาพาน,positive
วัดพระประโทณเจดีย์วรวิหาร,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,วัดเงียบสงบ เหมาะแก่การไหว้พระทำบุญและศึกษาโบราณคดี,positive
วัดพระประโทณเจดีย์วรวิหาร,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,ติดถนนเพชรเกษม เดินทางสะดวกมาก แต่เสียงรถอาจจะดังหน่อย,neutral
วัดไร่แตงทอง,กำแพงแสน,ประวัติศาสตร์และวัฒนธรรม,ลอดใต้ท้องพญาเต่าเรือนหลวงปู่หลิว เชื่อว่าจะอายุยืน มีโชคลาภ สุขภาพแข็งแรง,positive
วัดไร่แตงทอง,กำแพงแสน,ประวัติศาสตร์และวัฒนธรรม,วัดจัดโซนทำบุญและบูชาวัตถุมงคลเป็นระเบียบเรียบร้อย ที่จอดรถสะดวก,positive
วัดไร่แตงทอง,กำแพงแสน,ประวัติศาสตร์และวัฒนธรรม,วันหยุดคนเยอะมาก ต้องรอคิวลอดพญาเต่าเรือนพอสมควร,neutral
วัดสว่างชาติประชาบำรุง,กำแพงแสน,ประวัติศาสตร์และวัฒนธรรม,วัดพัฒนาสะอาดสะอ้าน บรรยากาศสงบ หลวงพ่อใจดี มีเมตตา,positive
วัดสว่างชาติประชาบำรุง,กำแพงแสน,ประวัติศาสตร์และวัฒนธรรม,ชาวบ้านและกรรมการวัดให้การต้อนรับดี เหมาะกับการมาทำบุญตามวิถีชาวบ้าน,positive
วัดทรงคนอง,สามพราน,ประวัติศาสตร์และวัฒนธรรม,วัดติดริมแม่น้ำท่าจีน บรรยากาศร่มรื่น เงียบสงบ ปล่อยปลาให้อาหารปลาเพลินมาก,positive
วัดทรงคนอง,สามพราน,ประวัติศาสตร์และวัฒนธรรม,พระอุโบสถเก่าแก่มีเสน่ห์ สงบ ไม่พลุกพล่าน เหมาะแก่การพักใจ,positive
วัดบางช้างเหนือ,สามพราน,ประวัติศาสตร์และวัฒนธรรม,วัดเก่าแก่ริมน้ำ มีหลวงพ่อดำพระพุทธรูปศักดิ์สิทธิ์ให้กราบไหว้,positive
วัดบางช้างเหนือ,สามพราน,ประวัติศาสตร์และวัฒนธรรม,บรรยากาศร่มรื่น ลมพัดเย็นสบายตลอดวัน ผู้คนไม่แออัด,positive
วัดธรรมปัญญารามบางม่วง,สามพราน,ประวัติศาสตร์และวัฒนธรรม,วัดไทยมหายาน (อนัมนิกาย) โดดเด่นด้วยพระยูไลและพระโพธิสัตว์กวนอิม,positive
วัดธรรมปัญญารามบางม่วง,สามพราน,ประวัติศาสตร์และวัฒนธรรม,สถาปัตยกรรมแบบจีนสวยงาม อลังการ มีพิธีสวดสะเดาะเคราะห์เสริมดวง,positive
วัดธรรมปัญญารามบางม่วง,สามพราน,ประวัติศาสตร์และวัฒนธรรม,พื้นที่วัดไม่กว้างมาก ที่จอดรถช่วงเทศกาลตรุษจีนจะเต็มเร็วมาก,neutral
วัดบางปลา,บางเลน,ประวัติศาสตร์และวัฒนธรรม,วัดสำคัญต้นกำเนิดวิชชาธรรมกายของหลวงพ่อสด บรรยากาศริมน้ำร่มเย็นมาก,positive
วัดบางปลา,บางเลน,ประวัติศาสตร์และวัฒนธรรม,เหมาะแก่การปฏิบัติธรรม นั่งสมาธิ สถานที่สะอาด เงียบสงบมาก,positive
วัดสุขวราราม (วัดดอนรวก),ดอนตูม,ประวัติศาสตร์และวัฒนธรรม,วัดเงียบสงบในชุมชนดอนตูม หลวงพ่อเมตตา ชาวบ้านศรัทธามาก,positive
วัดสุขวราราม (วัดดอนรวก),ดอนตูม,ประวัติศาสตร์และวัฒนธรรม,บรรยากาศเรียบง่ายตามวิถีชนบท ไม่มีสิ่งปลูกสร้างหวือหวา เหมาะกับการทำบุญจริงๆ,positive
ศาลพระโพธิสัตว์กวนอิมทุ่งพิชัย,ดอนตูม,ประวัติศาสตร์และวัฒนธรรม,เจ้าแม่กวนอิมองค์ใหญ่สง่างาม บรรยากาศเงียบสงบ ศักดิ์สิทธิ์มาก,positive
ศาลพระโพธิสัตว์กวนอิมทุ่งพิชัย,ดอนตูม,ประวัติศาสตร์และวัฒนธรรม,สถานที่สะอาด กว้างขวาง มีโรงทานอาหารเจในวันสำคัญ,positive
เมืองรัตติยา,บางเลน,ศิลปะและวิทยาการ,ป้อมปราการเมืองโบราณริมน้ำ ถ่ายรูปชุดไทยสวยมาก มีสะพานแขวนและคาเฟ่ริมน้ำ,positive
เมืองรัตติยา,บางเลน,ศิลปะและวิทยาการ,บรรยากาศดี มีก๋วยเตี๋ยวชามกะลาและของกินเล่นหลากหลาย ลมพัดเย็นสบาย,positive
เมืองรัตติยา,บางเลน,ศิลปะและวิทยาการ,บางโซนเริ่มทรุดโทรมและปิดให้บริการ ควรบำรุงรักษาเพิ่มเติมเพื่อความน่าเที่ยว,neutral
เมืองรัตติยา,บางเลน,ศิลปะและวิทยาการ,แดดร้อนมากในช่วงบ่าย ทางเดินสะพานไม้มีร่มเงาจำกัด,neutral
ตลาดท่านา,นครชัยศรี,นันทนาการและพักผ่อน,ตลาดโบราณริมน้ำนครชัยศรี ส้มโอหวาน ขนมปังเย็น ขนมเปี๊ยะ เป็ดพะโล้อร่อยขึ้นชื่อ,positive
ตลาดท่านา,นครชัยศรี,นันทนาการและพักผ่อน,ตึกแถวไม้โบราณคลาสสิก ได้สัมผัสกลิ่นอายอดีตอย่างแท้จริง,positive
ตลาดท่านา,นครชัยศรี,นันทนาการและพักผ่อน,หาที่จอดรถค่อนข้างยาก ซอยแคบและมีรถวิ่งผ่านตลอดเวลา,neutral
สยามชัยหาดทรายขาว นครชัยศรี,นครชัยศรี,นันทนาการและพักผ่อน,หาดทรายเทียมริมทะเลสาบน้ำจืด ฟีลเหมือนไปทะเล เล่นน้ำและนั่งเตียงผ้าใบชิลๆ,positive
สยามชัยหาดทรายขาว นครชัยศรี,นครชัยศรี,นันทนาการและพักผ่อน,อาหารเครื่องดื่มสั่งทานริมหาดได้สะดวก ราคาปานกลาง เหมาะกับกลุ่มเพื่อน,positive
สยามชัยหาดทรายขาว นครชัยศรี,นครชัยศรี,นันทนาการและพักผ่อน,น้ำไม่ค่อยใสเหมือนทะเลจริง แดดค่อนข้างร้อนมากช่วงเที่ยง,neutral
สยามชัยหาดทรายขาว นครชัยศรี,นครชัยศรี,นันทนาการและพักผ่อน,ห้องน้ำและห้องอาบน้ำคนเยอะและไม่ค่อยสะอาด มีกลิ่นอับ,negative
ตลาดเก่าก๊กพระยา,บางเลน,นันทนาการและพักผ่อน,ตลาดโบราณเงียบสงบ วิถีชีวิตริมน้ำดั้งเดิม อาหารพื้นบ้านรสชาติโบราณแท้ๆ,positive
ตลาดเก่าก๊กพระยา,บางเลน,นันทนาการและพักผ่อน,เหมาะสำหรับคนชอบความเงียบและถ่ายภาพแนวสตรีทย้อนยุค,positive
ตลาดเก่าก๊กพระยา,บางเลน,นันทนาการและพักผ่อน,ร้านค้าเปิดน้อยมาก มีแค่ไม่กี่ร้านที่ยังเปิดขายอยู่ บรรยากาศค่อนข้างเหงา,neutral
หมู่บ้านไทยทรงดำ (หมู่บ้านไทยโซ่ง),บางเลน,ประวัติศาสตร์และวัฒนธรรม,เรียนรู้วัฒนธรรมและการแต่งกายของชาวไทยทรงดำ มีการสาธิตทอผ้าลายแตงโม,positive
หมู่บ้านไทยทรงดำ (หมู่บ้านไทยโซ่ง),บางเลน,ประวัติศาสตร์และวัฒนธรรม,ชาวบ้านใจดี เล่าประวัติความเป็นมาอย่างอบอุ่น ได้ความรู้เชิงมานุษยวิทยา,positive
หมู่บ้านไทยทรงดำ (หมู่บ้านไทยโซ่ง),บางเลน,ประวัติศาสตร์และวัฒนธรรม,ควรติดต่อประสานงานล่วงหน้าหากต้องการชมการสาธิตประเพณีเต็มรูปแบบ,neutral
วังนาคินทร์ นครชัยศรี,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,จุดสักการะพญานาคริมน้ำ บรรยากาศขลัง ร่มรื่น สายมูนิยมมาขอพร,positive
วังนาคินทร์ นครชัยศรี,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,มีรูปปั้นพญานาคสวยงามริมแม่น้ำ ลมพัดเย็นสบาย,positive
วังนาคินทร์ นครชัยศรี,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,ทางเข้าค่อนข้างลึก ซอยแคบ และที่จอดรถมีจำกัด,neutral
บ้านกลับหัว,สามพราน,ศิลปะและวิทยาการ,ถ่ายรูปแปลกใหม่ สไตล์บ้านตีลังกา แปลกตา สนุกสนานกับการโพสต์ท่า,positive
บ้านกลับหัว,สามพราน,ศิลปะและวิทยาการ,เด็กๆ สนุกมาก พนักงานคอยช่วยแนะนำมุมถ่ายรูปและจัดท่าให้,positive
บ้านกลับหัว,สามพราน,ศิลปะและวิทยาการ,พื้นที่ข้างในไม่ใหญ่มาก ใช้เวลาประมาณ 30 นาทีก็ทั่ว ค่าเข้าชมค่อนข้างสูงเมื่อเทียบกับเวลาที่ใช้,neutral
บ้านกลับหัว,สามพราน,ศิลปะและวิทยาการ,สิ่งของจัดแสดงบางจุดเริ่มเก่าและชำรุด ควรซ่อมบำรุง,negative
ทุ่งธรรมนา ศูนย์การเรียนรู้เกษตรอินทรีและฟาร์มชุมชมชน,สามพราน,นันทนาการและพักผ่อน,ฟาร์มเกษตรอินทรีย์วิวทุ่งนา บรรยากาศดี กาแฟอร่อย มีสะพานไม้ทอดยาว,positive
ทุ่งธรรมนา ศูนย์การเรียนรู้เกษตรอินทรีและฟาร์มชุมชมชน,สามพราน,นันทนาการและพักผ่อน,ได้สูดอากาศบริสุทธิ์ ชิมผักสด อาหารรสชาติดี ปลอดสารพิษ,positive
ทุ่งธรรมนา ศูนย์การเรียนรู้เกษตรอินทรีและฟาร์มชุมชมชน,สามพราน,นันทนาการและพักผ่อน,ทางเดินไม้กลางแดดร้อนพอสมควร ควรพกร่มมาด้วย,neutral
คลองมหาสวัสดิ์,พุทธมณฑล,เกษตรกรรม,ล่องเรือชมวิถีเกษตรริมคลอง สวนกล้วยไม้ นาบัว สวนส้มโอ อากาศดีมาก,positive
คลองมหาสวัสดิ์,พุทธมณฑล,เกษตรกรรม,ชาวบ้านต้อนรับอบอุ่น อาหารว่าง ข้าวตังโบราณอร่อยมาก แนะนำเลยครับ,positive
คลองมหาสวัสดิ์,พุทธมณฑล,เกษตรกรรม,ควรจองเรือล่วงหน้า และควรมาแต่เช้าก่อนแดดจะร้อนจัด,neutral
วัดบางปลา,บางเลน,ประวัติศาสตร์และวัฒนธรรม,วัดสงบ สะอาด ริมแม่น้ำท่าจีน หลวงพ่อสดเคยมาจำพรรษา ศักดิ์สิทธิ์มาก,positive
วัดบางปลา,บางเลน,ประวัติศาสตร์และวัฒนธรรม,โบสถ์เก่ามีจิตรกรรมฝาผนังทรงคุณค่า บรรยากาศเงียบสงบมาก,positive
ศูนย์การเรียนรู้วัฒนธรรมไทยทรงดำ,บางเลน,ประวัติศาสตร์และวัฒนธรรม,จัดแสดงเครื่องมือเครื่องใช้และบ้านเรือนโบราณ ให้ความรู้ดีเยี่ยม,positive
ศูนย์การเรียนรู้วัฒนธรรมไทยทรงดำ,บางเลน,ประวัติศาสตร์และวัฒนธรรม,เจ้าหน้าที่อธิบายเรื่องราวได้น่าสนใจและมีความเป็นกันเอง,positive
วัดห้วยพระ,ดอนตูม,ประวัติศาสตร์และวัฒนธรรม,วัดสงบในชนบท มีสิ่งศักดิ์สิทธิ์ให้กราบไหว้ บรรยากาศไม่วุ่นวาย,positive
วัดห้วยพระ,ดอนตูม,ประวัติศาสตร์และวัฒนธรรม,เหมาะแก่การมาทำบุญเงียบๆ กับครอบครัว,positive
อ่างเก็บน้ำประปานคร,เมืองนครปฐม,นันทนาการและพักผ่อน,จุดวิ่งออกกำลังกายยามเย็น ลมพัดเย็นสบาย วิวพระอาทิตย์ตกสวย,positive
อ่างเก็บน้ำประปานคร,เมืองนครปฐม,นันทนาการและพักผ่อน,มีลู่วิ่งรอบอ่างเก็บน้ำ คนในพื้นที่นิยมมาพักผ่อน,positive
อ่างเก็บน้ำประปานคร,เมืองนครปฐม,นันทนาการและพักผ่อน,ไฟส่องสว่างตอนค่ำบางจุดค่อนข้างมืด ควรเพิ่มไฟ,neutral
สวนสัตว์เทศบาลนครนครปฐม,เมืองนครปฐม,นันทนาการและพักผ่อน,สวนสัตว์ขนาดกะทัดรัดใจกลางเมือง เข้าชมฟรี มีสัตว์ให้เด็กๆ ดูหลายชนิด,positive
สวนสัตว์เทศบาลนครนครปฐม,เมืองนครปฐม,นันทนาการและพักผ่อน,เหมาะสำหรับพาเด็กเล็กมาเดินเล่นช่วงเย็น,positive
สวนสัตว์เทศบาลนครนครปฐม,เมืองนครปฐม,นันทนาการและพักผ่อน,กรงสัตว์บางกรงเริ่มทรุดโทรมและมีกลิ่น ควรปรับปรุงสวัสดิภาพสัตว์,negative
สวนน้ำนครปฐม,เมืองนครปฐม,นันทนาการและพักผ่อน,สไลเดอร์สนุก คลายร้อนได้ดีในราคาประหยัด เด็กๆ เล่นน้ำเพลินทั้งวัน,positive
สวนน้ำนครปฐม,เมืองนครปฐม,นันทนาการและพักผ่อน,วันหยุดคนค่อนข้างแน่น สระน้ำอาจจะแออัดไปหน่อย,neutral
สวนน้ำนครปฐม,เมืองนครปฐม,นันทนาการและพักผ่อน,คลอรีนในสระค่อนข้างแรง และห้องน้ำไม่ค่อยสะอาด,negative
เดอะศาลายา เลเชอร์ ปาร์ค,พุทธมณฑล,นันทนาการและพักผ่อน,คอมมูนิตี้มอลล์และแหล่งพักผ่อน มีร้านอาหาร คาเฟ่ และจุดถ่ายรูปสวยๆ เยอะ,positive
เดอะศาลายา เลเชอร์ ปาร์ค,พุทธมณฑล,นันทนาการและพักผ่อน,การตกแต่งสวยงาม มีกิจกรรมดินเนอร์และคอนเสิร์ต บรรยากาศดีในยามค่ำคืน,positive
เดอะศาลายา เลเชอร์ ปาร์ค,พุทธมณฑล,นันทนาการและพักผ่อน,ร้านค้าเปิดยังไม่เต็มพื้นที่ บางโซนค่อนข้างเงียบ,neutral
เซ็นทรัล ศาลายา,สามพราน,นันทนาการและพักผ่อน,ห้างสะดวกสบาย มีโรงภาพยนตร์และร้านค้าแบรนด์เนมครบวงจร,positive
เซ็นทรัล ศาลายา,สามพราน,นันทนาการและพักผ่อน,เดินทางสะดวก ติดถนนบรมราชชนนี ที่จอดรถเยอะ,positive
บิ๊กซีนครปฐม,เมืองนครปฐม,นันทนาการและพักผ่อน,ห้างค้าปลีกยอดนิยม สินค้าอุปโภคบริโภคครบครัน มีศูนย์อาหารราคาประหยัด,positive
บิ๊กซีนครปฐม,เมืองนครปฐม,นันทนาการและพักผ่อน,ที่จอดรถเยอะ แอร์เย็น เดินทางสะดวก,positive
โลตัสนครปฐม,เมืองนครปฐม,นันทนาการและพักผ่อน,ห้างสรรพสินค้าคู่เมืองนครปฐม มีร้านค้าชั้นนำและซูเปอร์มาร์เก็ตครบครัน,positive
โลตัสนครปฐม,เมืองนครปฐม,นันทนาการและพักผ่อน,สะดวกสบายในการจับจ่ายใช้สอยสำหรับครอบครัว,positive
ศาลเทพเจ้ากวนอู นครปฐม,เมืองนครปฐม,ศิลปะและวิทยาการ,ศาลเจ้าจีนศักดิ์สิทธิ์ สถาปัตยกรรมงดงาม ไหว้ขอพรเรื่องความซื่อสัตย์และการค้าขาย,positive
ศาลเทพเจ้ากวนอู นครปฐม,เมืองนครปฐม,ศิลปะและวิทยาการ,สถานที่สงบ สะอาด ผู้ดูแลศาลเจ้าให้คำแนะนำวิธีการไหว้อย่างละเอียด,positive
พิพิธภัณฑ์คณะฟุตบอลแห่งสยาม,เมืองนครปฐม,ศิลปะและวิทยาการ,แหล่งรวบรวมประวัติศาสตร์ลูกหนังไทยตั้งแต่ยุคเริ่มแรก ทรงคุณค่ามาก,positive
พิพิธภัณฑ์คณะฟุตบอลแห่งสยาม,เมืองนครปฐม,ศิลปะและวิทยาการ,คอบอลไทยต้องไม่พลาด ได้เห็นถ้วยรางวัลและเสื้อแข่งในตำนาน,positive
พิพิธภัณฑ์คณะฟุตบอลแห่งสยาม,เมืองนครปฐม,ศิลปะและวิทยาการ,ควรติดต่อสอบถามเวลาเปิดทำการก่อนเข้ามาเยี่ยมชม,neutral
หอภาพยนต์ องค์การมหาชน,พุทธมณฑล,ศิลปะและวิทยาการ,แหล่งเรียนรู้ประวัติศาสตร์ภาพยนตร์ที่ยอดเยี่ยมที่สุดในไทย จัดแสดงได้มาตรฐานสากล,positive
หอภาพยนต์ องค์การมหาชน,พุทธมณฑล,ศิลปะและวิทยาการ,มีเมืองจำลอง โรงหนังโบราณ รถไฟ และจุดถ่ายรูปสวยคลาสสิก เข้าชมฟรี,positive
หอภาพยนต์ องค์การมหาชน,พุทธมณฑล,ศิลปะและวิทยาการ,บรรยากาศร่มรื่น เจ้าหน้าที่น่ารัก แนะนำให้ทุกคนมาสัมผัส,positive
สำนักวิจัยศิลป์ พีระศรี,พุทธมณฑล,ศิลปะและวิทยาการ,แหล่งศึกษาค้นคว้าประวัติและผลงานของท่านอาจารย์ศิลป์ พีระศรี บิดาแห่งศิลปะร่วมสมัย,positive
สำนักวิจัยศิลป์ พีระศรี,พุทธมณฑล,ศิลปะและวิทยาการ,บรรยากาศเงียบสงบ ทรงคุณค่าทางประวัติศาสตร์ศิลป์,positive
สวนเรือกะพาย,กำแพงแสน,ศิลปะและวิทยาการ,แหล่งเรียนรู้และอนุรักษ์เรือโบราณ มีเรือไม้หลากหลายชนิดให้ศึกษา,positive
สวนเรือกะพาย,กำแพงแสน,ศิลปะและวิทยาการ,ได้พายเรือเล่นในร่องน้ำ บรรยากาศธรรมชาติแบบบ้านสวน,positive
ศูนย์วัฒนธรรมไทยดำบ้านไผ่หูช้าง,กำแพงแสน,ศิลปะและวิทยาการ,สืบสานประเพณีและวัฒนธรรมไทยทรงดำอย่างเหนียวแน่น มีการสาธิตพิธีเสนเรือน,positive
ศูนย์วัฒนธรรมไทยดำบ้านไผ่หูช้าง,กำแพงแสน,ศิลปะและวิทยาการ,ชาวบ้านให้การต้อนรับอย่างอบอุ่น ขนมและอาหารพื้นบ้านอร่อยมาก,positive
วัดสว่างอารมณ์ (แคแถว) หลวงพ่อแป๊ะ,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,วัดชื่อดังสายมู พระเงินพระทอง และกุมารทองสมบัติ ขอโชคลาภปังมาก,positive
วัดสว่างอารมณ์ (แคแถว) หลวงพ่อแป๊ะ,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,หลวงพ่อแป๊ะเมตตา เจิมกระเป๋า เจิมมือเสริมสิริมงคล คนศรัทธาหนาแน่น,positive
วัดสว่างอารมณ์ (แคแถว) หลวงพ่อแป๊ะ,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,วันใกล้หวยออกคนจะเยอะมาก หาที่จอดยาก แนะนำมาช่วงเช้าวันธรรมดา,neutral
วัดใหม่สุปดิษฐาราม,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,วิหารสีทองอร่ามริมแม่น้ำ สวยสะกดตา พระสิวลีองค์ใหญ่น่ากราบไหว้,positive
วัดใหม่สุปดิษฐาราม,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,มีบริการนั่งเรือชมวิวแม่น้ำนครชัยศรี บรรยากาศสบายใจมาก,positive
วัดห้วยพลู,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,วัดเก่าแก่ริมแม่น้ำ มีตลาดน้ำชุมชนเล็กๆ ข้างวัด ขนมเปี๊ยะและของกินอร่อย,positive
วัดห้วยพลู,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,เงียบสงบ ไม่วุ่นวาย เหมาะแก่การมาทำบุญให้อาหารปลา,positive
วัดกลางคูเวียง,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,วัดริมน้ำ มีตลาดน้ำวัดกลางคูเวียงและศาลากลางน้ำ บรรยากาศร่มรื่น,positive
วัดกลางคูเวียง,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,ทำบุญปล่อยปลา ไหว้พระขอพรพระนอนองค์ใหญ่ สบายใจมาก,positive
วัดงิ้วราย,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,วัดติดสถานีรถไฟและแม่น้ำนครชัยศรี เดินทางโดยรถไฟสะดวกมาก วิถีชุมชนริมทางรถไฟน่ารัก,positive
วัดงิ้วราย,นครชัยศรี,ประวัติศาสตร์และวัฒนธรรม,บรรยากาศเรียบง่าย สบายตา ได้นั่งรับลมริมแม่น้ำ,positive
วัดดอนยายหอม,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,กราบสรีระหลวงพ่อเงินและหลวงพ่อแช่ม เกจิดังแห่งนครปฐม วัดใหญ่โตสง่างาม,positive
วัดดอนยายหอม,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,พิพิธภัณฑ์รวบรวมวัตถุมงคลและของโบราณจัดแสดงได้ดีมาก แนะนำให้แวะชม,positive
วัดพะเนียงแตก,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,วัดเก่าแก่ของหลวงพ่อทา เกจิอาจารย์ชื่อดัง มีประวัติศาสตร์การสร้างวัดน่าสนใจ,positive
วัดพะเนียงแตก,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,วัดสงบร่มเย็น มีสิ่งศักดิ์สิทธิ์ให้เคารพบูชา,positive
